1403715271705179810, 0.973133, -0.226206, 0.0429177, 0.786802, 0.225364, 0.973989, 0.0236086, 2.17663, -0.0471417, -0.0133022, 0.9988, 1.06204, 0, 0, 0, 1
1403715271715232362, 0.972938, -0.227227, 0.0419364, 0.786655, 0.226413, 0.973753, 0.0232892, 2.17696, -0.0461277, -0.013164, 0.998849, 1.06203, 0, 0, 0, 1
1403715271725265747, 0.973284, -0.225679, 0.0422729, 0.786642, 0.224876, 0.974117, 0.0229435, 2.1767, -0.0463566, -0.0128243, 0.998843, 1.06194, 0, 0, 0, 1
1403715271735318659, 0.972956, -0.22724, 0.0414517, 0.786606, 0.226443, 0.973751, 0.0230656, 2.17692, -0.0456051, -0.0130553, 0.998874, 1.06202, 0, 0, 0, 1
1403715271745246207, 0.973286, -0.22571, 0.0420627, 0.786642, 0.224916, 0.974112, 0.0227877, 2.17669, -0.0461172, -0.0127184, 0.998855, 1.06193, 0, 0, 0, 1
1403715271755243103, 0.973256, -0.225813, 0.0422012, 0.78668, 0.224992, 0.974081, 0.0233434, 2.17678, -0.0463787, -0.0132242, 0.998836, 1.06199, 0, 0, 0, 1
1403715271765361116, 0.973288, -0.225659, 0.042288, 0.786656, 0.224863, 0.974124, 0.0227794, 2.17673, -0.0463341, -0.012662, 0.998846, 1.06197, 0, 0, 0, 1
1403715271775210871, 0.973244, -0.225848, 0.0423035, 0.786638, 0.225039, 0.974077, 0.0230668, 2.17672, -0.0464165, -0.0129297, 0.998838, 1.06193, 0, 0, 0, 1
1403715271785189432, 0.973246, -0.225824, 0.0423827, 0.786696, 0.225006, 0.97408, 0.0232425, 2.17679, -0.0465329, -0.0130843, 0.998831, 1.06199, 0, 0, 0, 1
1403715271795222000, 0.972988, -0.227057, 0.0417061, 0.786653, 0.226272, 0.973799, 0.0227424, 2.17692, -0.0457772, -0.0126912, 0.998871, 1.06202, 0, 0, 0, 1
1403715271805470189, 0.972958, -0.227135, 0.0419895, 0.786675, 0.226278, 0.973762, 0.0242129, 2.17703, -0.0463874, -0.0140568, 0.998825, 1.06217, 0, 0, 0, 1
1403715271818269826, 0.97331, -0.225571, 0.0422551, 0.786706, 0.224732, 0.974132, 0.0237211, 2.17679, -0.0465128, -0.0135919, 0.998825, 1.06199, 0, 0, 0, 1
1403715271825357448, 0.973339, -0.225398, 0.04251, 0.786729, 0.224588, 0.974182, 0.023007, 2.17674, -0.0465982, -0.0128464, 0.998831, 1.06198, 0, 0, 0, 1
1403715271835211702, 0.972891, -0.227442, 0.0418612, 0.786652, 0.226637, 0.973705, 0.0231189, 2.17683, -0.0460186, -0.0130049, 0.998856, 1.06203, 0, 0, 0, 1
1403715271845194456, 0.973337, -0.225424, 0.0424145, 0.786676, 0.224613, 0.974175, 0.0230584, 2.1767, -0.046517, -0.0129167, 0.998834, 1.06199, 0, 0, 0, 1
1403715271855236858, 0.972934, -0.227248, 0.0419298, 0.786656, 0.226433, 0.973748, 0.0233166, 2.17696, -0.0461277, -0.0131912, 0.998848, 1.06203, 0, 0, 0, 1
1403715271865565695, 0.973251, -0.225797, 0.0424074, 0.786726, 0.224978, 0.974087, 0.0232471, 2.17672, -0.0465576, -0.0130846, 0.99883, 1.06193, 0, 0, 0, 1
1403715271875287207, 0.973053, -0.226814, 0.0415069, 0.786603, 0.225982, 0.973841, 0.0238035, 2.177, -0.0458201, -0.0137823, 0.998855, 1.06209, 0, 0, 0, 1
1403715271885234573, 0.973252, -0.225786, 0.0424396, 0.78666, 0.224964, 0.974088, 0.0233026, 2.17671, -0.0466013, -0.013132, 0.998827, 1.06194, 0, 0, 0, 1
1403715271895413950, 0.972976, -0.227122, 0.0416223, 0.786641, 0.226352, 0.973787, 0.0224418, 2.17685, -0.0456283, -0.012414, 0.998881, 1.06199, 0, 0, 0, 1
1403715271905290157, 0.973068, -0.226729, 0.0416168, 0.786596, 0.225902, 0.973862, 0.0236733, 2.17694, -0.0458965, -0.0136345, 0.998853, 1.06207, 0, 0, 0, 1
1403715271915201491, 0.973233, -0.225875, 0.042395, 0.786697, 0.225078, 0.974075, 0.0227664, 2.17673, -0.0464383, -0.0126148, 0.998842, 1.06193, 0, 0, 0, 1
